gene_id(stringtie),baseMean,log2FoldChange,lfcSE,pvalue,padj,Expression,Gene_Name,Gene_id(Genome)
MSTRG.10067,5434.118297,0.08586246,0.046963056,0.055816971,0.119575872,Unchanged,,
MSTRG.10566,3195.874622,0.085879783,0.032356963,0.006699021,0.020975046,Unchanged,,
MSTRG.8294,4899.252906,0.085920012,0.034967187,0.011760827,0.033437769,Unchanged,,
MSTRG.7371,2056.634786,0.086033161,0.086168608,0.245875894,0.383618886,Unchanged,,
MSTRG.3055,294.6893343,0.086041512,0.071710789,0.18277949,0.306299608,Unchanged,,
TOC.9T.01181,2.491269677,0.086139226,0.332366458,0.517543067,0.653965532,Unchanged,,
MSTRG.10840,736.1833559,0.086139326,0.064497518,0.146020421,0.257203639,Unchanged,,
MSTRG.2075,3897.665013,0.086183405,0.068022754,0.163855545,0.281383887,Unchanged,,
TOC.8T.00576,17.13960796,0.086252849,0.232536407,0.460804939,0.602980533,Unchanged,,
TOC.9T.01238,3.085121844,0.086290438,0.389680009,0.528710491,0.664270233,Unchanged,,
MSTRG.3295,48.51537942,0.086412311,0.272141484,0.487140208,0.627080886,Unchanged,,
MSTRG.2215,3943.510608,0.08646213,0.034153816,0.009526521,0.0280475,Unchanged,,
MSTRG.5392,1652.302801,0.086480628,0.101919012,0.296174312,0.439207765,Unchanged,,
MSTRG.10322,4137.450895,0.086492023,0.084200193,0.23563019,0.37145428,Unchanged,,
MSTRG.7797,3968.363615,0.086524141,0.050665072,0.071918349,0.145961023,Unchanged,,
MSTRG.4525,1857.038575,0.086569659,0.033280574,0.007797937,0.023808437,Unchanged,,
MSTRG.6399,200.6205155,0.086614324,0.123030208,0.344752265,0.49058414,Unchanged,,
MSTRG.8387,16850.91601,0.086876662,0.037173201,0.016218302,0.043590415,Unchanged,,
MSTRG.9047,1588.73692,0.086921042,0.145428732,0.377700343,0.52415498,Unchanged,,
MSTRG.9720,952.8727144,0.086953828,0.045870882,0.047833227,0.105423251,Unchanged,,
MSTRG.2548,5528.740795,0.086967205,0.044438074,0.041592276,0.094132969,Unchanged,,
MSTRG.11216,1903.615004,0.087035618,0.056013208,0.097599033,0.186299091,Unchanged,,
MSTRG.5226,10392.54715,0.08706605,0.069973106,0.169198043,0.288357657,Unchanged,,
MSTRG.4234,4936.551952,0.087151262,0.06805336,0.159311271,0.27550894,Unchanged,,
MSTRG.9118,575.1950587,0.087242163,0.173039041,0.406134303,0.551925223,Unchanged,,
TOC.11T.00699,1.417351914,0.087252645,0.331085836,0.512052679,0.649221905,Unchanged,,
MSTRG.9542,6598.837972,0.087274201,0.083516999,0.228678216,0.362950479,Unchanged,,
TOC.2T.00283,313.8818996,0.087275975,0.089069218,0.249995061,0.388493093,Unchanged,,
MSTRG.4320,2937.304288,0.087350196,0.046949352,0.051630913,0.112254473,Unchanged,,
MSTRG.2728,3336.29532,0.087376745,0.13022323,0.353245078,0.499206677,Unchanged,,
MSTRG.1597,71.74668782,0.087599147,0.135969786,0.361040181,0.507419667,Unchanged,,
MSTRG.6806,7209.158361,0.087633227,0.029973798,0.002903033,0.010395316,Unchanged,,
MSTRG.3858,6227.733993,0.087643469,0.039617128,0.022350692,0.056863308,Unchanged,,
MSTRG.8106,1634.7649,0.087708459,0.074982362,0.189688959,0.314868788,Unchanged,,
TOC.8T.00652,1.388479048,0.087722087,0.330850941,0.509852365,0.647248822,Unchanged,,
MSTRG.8066,973.7894289,0.087745997,0.061614416,0.123845768,0.22515631,Unchanged,,
MSTRG.9332,1414.367104,0.087763294,0.048673028,0.058419901,0.124062232,Unchanged,,
MSTRG.10635,1413.654754,0.087767599,0.167526507,0.398037018,0.543955731,Unchanged,,
TOC.1T.02618,2.169804229,0.087833872,0.467333069,0.51603266,0.652723869,Unchanged,,
MSTRG.5904,1920.14988,0.087893198,0.046871183,0.049844078,0.109077595,Unchanged,,
TOC.1T.01466,2.502130743,0.087916424,0.280867979,0.485269228,0.625273172,Unchanged,,
MSTRG.6094,1857.231233,0.087933178,0.052152414,0.074682084,0.15054395,Unchanged,,
MSTRG.1412,2836.990755,0.087939253,0.044615492,0.040084848,0.091377314,Unchanged,,
TOC.2T.01709,4.541759451,0.0879593,0.245248281,0.461788842,0.603828672,Unchanged,,
MSTRG.5840,3447.354466,0.087965436,0.051939049,0.073521181,0.148539023,Unchanged,,
TOC.10T.00156,1.073947305,0.087993518,0.433126581,0.520745809,0.656670675,Unchanged,,
MSTRG.8529,1533.703433,0.088057809,0.071541514,0.171900656,0.292004093,Unchanged,,
MSTRG.6842,1639.107534,0.088186726,0.051304022,0.069696815,0.142477481,Unchanged,,
MSTRG.3371,874.6895308,0.088189865,0.058097575,0.103890676,0.195867061,Unchanged,,
MSTRG.11131,1583.819152,0.088200001,0.180891334,0.408598056,0.554427906,Unchanged,,
TOC.9T.01203,118.0054543,0.088250051,0.11059633,0.309264433,0.453144405,Unchanged,,
MSTRG.2069,4975.92599,0.088296803,0.045013617,0.04090427,0.092824115,Unchanged,,
TOC.3T.00423,17.10563937,0.088339464,0.175616273,0.402980125,0.548798446,Unchanged,,
MSTRG.11087,4706.37607,0.088463142,0.037069592,0.014111982,0.038798298,Unchanged,,
TOC.1T.02306,251.9658045,0.088479839,0.111387545,0.30990832,0.453669886,Unchanged,,
MSTRG.11414,414.2281816,0.088519599,0.073779387,0.180111272,0.30284763,Unchanged,,
MSTRG.4797,65.99869548,0.088608382,0.304299277,0.494637465,0.634041391,Unchanged,,
TOC.2T.01827,1.6891949,0.088667688,0.422118903,0.518756687,0.655052291,Unchanged,,
MSTRG.3799,353.5329401,0.088678316,0.062770044,0.125752784,0.228200142,Unchanged,,
TOC.3T.00378,4.176448742,0.088720812,0.294111949,0.488935987,0.628738126,Unchanged,,
MSTRG.9281,24.9145485,0.088753665,0.181905679,0.406733912,0.552506576,Unchanged,,
MSTRG.3656,7945.782127,0.088764709,0.048481113,0.054727596,0.117759454,Unchanged,,
MSTRG.4157,2323.209573,0.088771284,0.0528401,0.075297354,0.151556191,Unchanged,,
MSTRG.7720,4222.612944,0.088885255,0.043626157,0.034150969,0.080474759,Unchanged,,
MSTRG.8323,4069.073544,0.088909839,0.114995905,0.315851196,0.46007026,Unchanged,,
MSTRG.6727,18566.28694,0.089018268,0.036445344,0.012080706,0.034129959,Unchanged,,
MSTRG.7344,463.0283693,0.089054665,0.100677398,0.278477234,0.419660415,Unchanged,,
MSTRG.6458,198.2264567,0.089057663,0.11360022,0.311924647,0.455713264,Unchanged,,
MSTRG.2609,563.0667398,0.089106435,0.07639024,0.189007215,0.314223761,Unchanged,,
TOC.5T.01422,223.2529759,0.08917787,0.184965399,0.407384637,0.553186349,Unchanged,,
MSTRG.1140,5294.12605,0.089201146,0.056306314,0.090980374,0.176281328,Unchanged,,
MSTRG.6737,1482.726825,0.08930885,0.048367299,0.052751083,0.11425965,Unchanged,,
MSTRG.2633,3969.736261,0.089315961,0.039936674,0.020854466,0.053688807,Unchanged,,
MSTRG.6991,4425.267934,0.089319464,0.055781102,0.087936309,0.171669584,Unchanged,,
TOC.3T.00976,1.582467109,0.089337032,0.368920766,0.512879249,0.649962368,Unchanged,,
TOC.8T.00632,0.993182754,0.089360214,0.365971631,0.512234326,0.649286995,Unchanged,,
MSTRG.7452,46.41659796,0.089450754,0.121332703,0.326134099,0.471131141,Unchanged,,
MSTRG.1258,3942.7786,0.089598429,0.041612199,0.025692795,0.063689294,Unchanged,,
MSTRG.6095,45.84874966,0.089610595,0.12666373,0.335204562,0.481026325,Unchanged,,
MSTRG.3190,5040.734543,0.089616855,0.059653403,0.106183515,0.199231947,Unchanged,,
MSTRG.5701,4345.858362,0.089661125,0.053111793,0.073712828,0.148814019,Unchanged,,
MSTRG.7306,8694.524387,0.08966176,0.049558975,0.05711931,0.12181513,Unchanged,,
TOC.3T.01792,140.4628917,0.089719476,0.090602871,0.242450241,0.379785169,Unchanged,,
MSTRG.3746,1875.257539,0.089741297,0.047700218,0.048724388,0.107020589,Unchanged,,
TOC.1T.01775,16.09852967,0.0897548,0.208902436,0.425092278,0.570218058,Unchanged,,
MSTRG.8971,3318.654937,0.08976227,0.038549635,0.016377982,0.043946126,Unchanged,,
TOC.1T.00050,1.009269449,0.089832244,0.360424816,0.509045251,0.646581573,Unchanged,,
MSTRG.1168,2307.184512,0.089844529,0.11310884,0.30658147,0.450115685,Unchanged,,
TOC.12T.00304,1.198993816,0.089876464,0.455494717,0.5098402,0.647248822,Unchanged,,
MSTRG.3433,1347.95719,0.089944602,0.047165851,0.045957238,0.102128608,Unchanged,,
MSTRG.307,1636.434869,0.08999934,0.076687323,0.185905045,0.310317827,Unchanged,,
MSTRG.8358,1483.658067,0.090022365,0.044945182,0.036846107,0.085593648,Unchanged,,
TOC.14T.00593,32.39904227,0.090104206,0.188884733,0.406291234,0.552025335,Unchanged,,
MSTRG.10986,272.714313,0.090147118,0.091063348,0.241826073,0.379065964,Unchanged,,
TOC.8T.01024,2.437355553,0.090184638,0.424665364,0.512244832,0.649286995,Unchanged,,
TOC.9T.01339,2.746334326,0.090212607,0.287936702,0.47869172,0.619190372,Unchanged,,
MSTRG.2640,7034.714147,0.090289838,0.044277205,0.03378061,0.079753986,Unchanged,,
MSTRG.9823,135.6701253,0.090327362,0.118900525,0.316598257,0.46058824,Unchanged,,
MSTRG.1750,6801.210651,0.090388588,0.044647828,0.034962799,0.082015157,Unchanged,,
MSTRG.9014,1725.223391,0.090420842,0.076739625,0.184074906,0.307902241,Unchanged,,
MSTRG.7326,3140.535968,0.090474207,0.096160603,0.257119066,0.396540075,Unchanged,,
MSTRG.9484,1847.845578,0.090499312,0.04223418,0.026250194,0.064778433,Unchanged,,
MSTRG.10045,1845.134495,0.09058193,0.107019942,0.287800532,0.42988266,Unchanged,,
MSTRG.8687,3303.069209,0.090600999,0.082275496,0.206432738,0.335998963,Unchanged,,
MSTRG.6471,18915.73383,0.090647189,0.03008649,0.002145898,0.008057389,Unchanged,,
MSTRG.11537,2718.149384,0.090771337,0.116663681,0.309556428,0.453448274,Unchanged,,
MSTRG.2606,3099.430377,0.090772091,0.058255522,0.094891579,0.182212684,Unchanged,,
MSTRG.8794,4557.587207,0.090823183,0.047281244,0.044339922,0.099151219,Unchanged,,
MSTRG.7939,4839.799798,0.090833652,0.0381873,0.014256168,0.039127802,Unchanged,,
MSTRG.9641,4.96313791,0.090837457,0.386348697,0.508873817,0.646517047,Unchanged,,
MSTRG.6633,1726.792908,0.090856517,0.089954017,0.234236917,0.369874402,Unchanged,,
MSTRG.10895,982.5975623,0.09085973,0.063552856,0.120506218,0.220370675,Unchanged,,
MSTRG.1603,1081.92595,0.09096181,0.043058111,0.028215181,0.06871307,Unchanged,,
MSTRG.6906,1860.791427,0.090983719,0.042261147,0.025542843,0.063415353,Unchanged,,
MSTRG.6840,2481.980652,0.091002448,0.050047021,0.055620788,0.119236137,Unchanged,,
MSTRG.6144,10315.58647,0.091009834,0.03961531,0.017673821,0.046844658,Unchanged,,
MSTRG.384,4813.726982,0.091060788,0.176875604,0.390530077,0.536524188,Unchanged,,
MSTRG.1022,1982.107376,0.091102173,0.069327401,0.147198681,0.258792825,Unchanged,,
MSTRG.2983,226.1682644,0.091137166,0.106001784,0.282210822,0.423681636,Unchanged,,
TOC.12T.00340,31.28831254,0.091235226,0.169958767,0.382917686,0.529254478,Unchanged,,
TOC.7T.01304,4.821355255,0.091237088,0.353824756,0.50139104,0.64034992,Unchanged,,
MSTRG.4790,2498.283395,0.091282266,0.046897309,0.041740766,0.094429159,Unchanged,,
TOC.5T.01429,15.55094157,0.091287964,0.158477338,0.370577894,0.516796892,Unchanged,,
MSTRG.10583,2186.226677,0.091307093,0.068633242,0.143023498,0.253057313,Unchanged,,
MSTRG.7075,173.1428086,0.091312858,0.111513256,0.295083303,0.437872574,Unchanged,,
MSTRG.3522,410.1043979,0.091361212,0.055874976,0.081340616,0.161137806,Unchanged,,
TOC.11T.00544,2.069245304,0.091383918,0.302115096,0.480966263,0.621053184,Unchanged,,
TOC.4T.00668,2.197929669,0.091391901,0.399071923,0.507462816,0.645285285,Unchanged,,
MSTRG.5665,11889.96768,0.091395336,0.133501254,0.337272704,0.483260898,Unchanged,,
MSTRG.6464,6828.37211,0.091395389,0.063042506,0.11585369,0.213513941,Unchanged,,
MSTRG.6015,2524.90452,0.091402124,0.037974431,0.013170968,0.036675239,Unchanged,,
MSTRG.6012,47.94866416,0.091415821,0.12043722,0.313985607,0.458141446,Unchanged,,
MSTRG.9606,16200.65421,0.091434602,0.036311946,0.009681919,0.028432126,Unchanged,,
TOC.6T.00224,48.20341269,0.091436268,0.219875213,0.425878948,0.570939859,Unchanged,,
TOC.234T.00001,6.742084881,0.091515836,0.247398403,0.446446105,0.590826447,Unchanged,,
MSTRG.164,745.9543266,0.091524236,0.19078159,0.40101137,0.546837291,Unchanged,,
TOC.9T.01297,48.49030089,0.091531386,0.114718346,0.301308999,0.444088273,Unchanged,,
MSTRG.3630,4762.860328,0.091538569,0.037776828,0.012594178,0.035332262,Unchanged,,
MSTRG.4758,23.25227864,0.091562962,0.167452197,0.378752463,0.525145058,Unchanged,,
MSTRG.8839,5301.701738,0.091609158,0.082028598,0.200425474,0.328384874,Unchanged,,
MSTRG.2335,3289.725967,0.091807952,0.064234688,0.119943981,0.219665197,Unchanged,,
TOC.185T.00003,13.52750849,0.091834221,0.166828917,0.376765175,0.52311144,Unchanged,,
MSTRG.6973,2154.046853,0.091849557,0.066599546,0.13106428,0.235736826,Unchanged,,
MSTRG.8677,438.4565991,0.091864539,0.091846396,0.235667056,0.371475973,Unchanged,,
MSTRG.4599,5520.157071,0.092012235,0.041606089,0.021941739,0.056076821,Unchanged,,
MSTRG.364,6490.237925,0.092161959,0.057928987,0.088372992,0.172267333,Unchanged,,
MSTRG.7748,8562.860194,0.09217984,0.034215378,0.005788065,0.018630733,Unchanged,,
TOC.6T.00212,9.62817605,0.092192932,0.218969898,0.421553727,0.566748124,Unchanged,,
MSTRG.9154,956.0574368,0.092254361,0.075848582,0.171462385,0.291505999,Unchanged,,
MSTRG.4142,4287.304393,0.09226926,0.052292514,0.062024091,0.130117868,Unchanged,,
MSTRG.9975,134.4857785,0.0922804,0.098003503,0.253489681,0.392412862,Unchanged,,
MSTRG.5048,2332.941867,0.092336056,0.164141668,0.371474835,0.517688516,Unchanged,,
MSTRG.2270,5117.207866,0.092345789,0.038316656,0.013001906,0.03628558,Unchanged,,
MSTRG.2836,912.240833,0.09240895,0.052119201,0.060864338,0.128222125,Unchanged,,
MSTRG.286,256.7973288,0.092423861,0.158765356,0.36521084,0.511530612,Unchanged,,
TOC.4T.00773,1.475976679,0.092483277,0.38437089,0.501726092,0.640574296,Unchanged,,
MSTRG.6014,5722.060539,0.092495319,0.066983766,0.130172126,0.234551994,Unchanged,,
MSTRG.11262,8729.71604,0.092522556,0.036790768,0.009720645,0.028519804,Unchanged,,
MSTRG.7140,950.9020423,0.092599092,0.070477731,0.145927561,0.257120365,Unchanged,,
TOC.4T.00053,2.7049719,0.092605778,0.294213942,0.471323581,0.612655877,Unchanged,,
MSTRG.4485,3757.863302,0.092622122,0.079924649,0.186959949,0.311755037,Unchanged,,
MSTRG.8586,48.25723118,0.09265667,0.120962315,0.308593009,0.452449243,Unchanged,,
MSTRG.28,4383.525193,0.092687206,0.059509179,0.094012972,0.180871193,Unchanged,,
MSTRG.9317,1380.872815,0.092691693,0.049602153,0.049375409,0.108258261,Unchanged,,
MSTRG.10088,2986.924334,0.092909969,0.101138401,0.2595835,0.39919498,Unchanged,,
MSTRG.9276,7524.587125,0.09291923,0.191331601,0.394749487,0.540519695,Unchanged,,
TOC.4T.01089,1.770924629,0.092927831,0.328199926,0.4858062,0.625764467,Unchanged,,
TOC.7T.01233,28.91920922,0.092962755,0.160136964,0.364055037,0.51041364,Unchanged,,
MSTRG.865,3894.528823,0.09298795,0.033671936,0.004704859,0.01558721,Unchanged,,
TOC.3T.00676,7.023462333,0.093150967,0.285751752,0.464093293,0.605663246,Unchanged,,
MSTRG.7068,4633.505845,0.093176263,0.047542447,0.040090548,0.09137735,Unchanged,,
TOC.94T.00003,1.42949292,0.093192943,0.369088301,0.496436675,0.635688823,Unchanged,,
MSTRG.7202,679.5320875,0.093228639,0.076959697,0.171719272,0.291798423,Unchanged,,
TOC.3T.00521,3.98062928,0.093234868,0.432529497,0.499111345,0.63784375,Unchanged,,
TOC.1T.01136,2.960900336,0.093242845,0.305056477,0.474150161,0.615517262,Unchanged,,
MSTRG.7277,14.5433423,0.093335451,0.258333633,0.445738121,0.590460096,Unchanged,,
MSTRG.4789,3621.430336,0.093430292,0.050215195,0.050076625,0.109467298,Unchanged,,
MSTRG.6170,10388.94432,0.093455121,0.038842094,0.013076635,0.03645044,Unchanged,,
MSTRG.3059,7942.931469,0.093472289,0.049940889,0.048855327,0.107249583,Unchanged,,
MSTRG.4623,1038.919248,0.093548431,0.06071901,0.096623272,0.184787555,Unchanged,,
MSTRG.10297,1165.084544,0.093569457,0.032942125,0.003679604,0.012700731,Unchanged,,
TOC.9T.01357,1.014815977,0.093692039,0.405755907,0.498153227,0.637125733,Unchanged,,
MSTRG.6439,1519.04959,0.093694819,0.046429268,0.034923468,0.081970931,Unchanged,,
MSTRG.1424,10586.22938,0.093709192,0.07150287,0.145743878,0.256881175,Unchanged,,
MSTRG.11568,78.93437319,0.093717694,0.169477564,0.370216391,0.516561584,Unchanged,,
MSTRG.6783,8519.525699,0.093739155,0.055403955,0.071583213,0.145501252,Unchanged,,
MSTRG.4646,1630.045857,0.093758067,0.041519111,0.019309509,0.050440013,Unchanged,,
MSTRG.4565,206.9530749,0.093856119,0.223016754,0.416968912,0.56237299,Unchanged,,
MSTRG.7490,6065.735797,0.093899832,0.045837489,0.032454161,0.077120602,Unchanged,,
MSTRG.2793,742.0357757,0.093988522,0.094851633,0.234944645,0.370700687,Unchanged,,
MSTRG.2090,3028.770936,0.094056829,0.056810237,0.076923978,0.154193208,Unchanged,,
MSTRG.1907,550.3092242,0.094085453,0.052340926,0.057247962,0.121984013,Unchanged,,
TOC.10T.00858,6.589235631,0.094087093,0.23790932,0.42748087,0.572228577,Unchanged,,
MSTRG.618,1819.797713,0.094121962,0.037906757,0.010548001,0.030545887,Unchanged,,
TOC.4T.00196,2.085165741,0.094220866,0.300016678,0.467244647,0.608633188,Unchanged,,
TOC.2T.00737,33.9244261,0.094249882,0.191793568,0.388801908,0.535015897,Unchanged,,
MSTRG.4659,19245.93338,0.094298859,0.152430812,0.348589065,0.494277714,Unchanged,,
MSTRG.4021,1907.204088,0.094340732,0.063017796,0.104415272,0.1966025,Unchanged,,
MSTRG.2087,23349.3363,0.094362596,0.040793926,0.016686231,0.044646566,Unchanged,,
MSTRG.2088,780.2592514,0.094382362,0.058268386,0.082479755,0.162972779,Unchanged,,
MSTRG.1638,164.4037969,0.09439779,0.134567821,0.3236733,0.468570836,Unchanged,,
TOC.3T.01187,7.217520961,0.094402062,0.293898034,0.463143019,0.604858538,Unchanged,,
MSTRG.2221,1970.806326,0.094473646,0.046755156,0.034573596,0.081291938,Unchanged,,
MSTRG.6805,7146.883867,0.094487012,0.054298438,0.064518471,0.134334107,Unchanged,,
MSTRG.10487,2854.939792,0.09449843,0.045744736,0.031049799,0.074446189,Unchanged,,
MSTRG.1042,1282.628853,0.094508776,0.04191743,0.019415173,0.050639119,Unchanged,,
TOC.5T.00492,14.66850641,0.094512215,0.404245525,0.494758308,0.634053376,Unchanged,,
MSTRG.7189,4045.039006,0.094538038,0.036912234,0.008442546,0.025433624,Unchanged,,
MSTRG.11333,811.3903716,0.094550804,0.072998051,0.148725098,0.26079203,Unchanged,,
TOC.11T.00308,1.269816116,0.094595112,0.34128995,0.483313755,0.623359498,Unchanged,,
MSTRG.9781,19240.60535,0.094655038,0.057013191,0.075962434,0.152684588,Unchanged,,
TOC.12T.00261,2.100455011,0.094698542,0.334686917,0.480590692,0.620836988,Unchanged,,
MSTRG.1679,2076.277983,0.094790032,0.039784544,0.01384301,0.038222207,Unchanged,,
MSTRG.8820,3094.110222,0.0948018,0.036411058,0.007460921,0.022958219,Unchanged,,
MSTRG.4181,1828.656743,0.09484616,0.067676574,0.12379187,0.225099038,Unchanged,,
MSTRG.1720,2366.460467,0.094937404,0.067686529,0.123474416,0.224776003,Unchanged,,
MSTRG.10222,349.5467856,0.095030205,0.097084333,0.236825682,0.372936661,Unchanged,,
TOC.10T.00087,4.097203978,0.095056918,0.271082205,0.446480832,0.590826447,Unchanged,,
MSTRG.486,348.2005005,0.095108836,0.056471805,0.07217887,0.146378894,Unchanged,,
MSTRG.8214,100.3846857,0.095109184,0.148762259,0.340073139,0.486017416,Unchanged,,
TOC.9T.00749,4.189940886,0.095151449,0.356670991,0.485450752,0.625406826,Unchanged,,
TOC.6T.00967,17.02591156,0.09519871,0.203250746,0.394353758,0.540299934,Unchanged,,
MSTRG.5333,653.444983,0.095290174,0.100754592,0.246504192,0.384086835,Unchanged,,
MSTRG.4852,3616.724198,0.095318595,0.058369847,0.079921994,0.158973873,Unchanged,,
TOC.6T.00286,5.335207134,0.095335954,0.340637122,0.479946747,0.620304163,Unchanged,,
MSTRG.9001,898.0266543,0.09534651,0.150900733,0.341587731,0.487315664,Unchanged,,
MSTRG.6123,5916.777203,0.095346635,0.046376221,0.031652045,0.075607123,Unchanged,,
TOC.8T.00540,28.04209488,0.095351791,0.212271799,0.401256287,0.547053217,Unchanged,,
TOC.9T.00328,3.704042057,0.095362525,0.330132836,0.47604514,0.617196497,Unchanged,,
MSTRG.2768,953.0469508,0.095454925,0.10685581,0.262365326,0.402510469,Unchanged,,
MSTRG.1231,4681.057722,0.09549358,0.040565808,0.014891716,0.040533099,Unchanged,,
MSTRG.2691,2014.593807,0.09549724,0.064760246,0.108094424,0.202109713,Unchanged,,
MSTRG.276,2013.928556,0.09551578,0.044432127,0.025177257,0.062662528,Unchanged,,
MSTRG.1205,1289.842802,0.095561217,0.068265903,0.123607652,0.224891234,Unchanged,,
TOC.12T.00669,11.67781804,0.095591068,0.178237565,0.369877775,0.516268328,Unchanged,,
TOC.12T.00683,4.119775674,0.095645918,0.317493176,0.469547565,0.610940013,Unchanged,,
MSTRG.1777,1417.237471,0.095646103,0.056700613,0.071570999,0.145494819,Unchanged,,
MSTRG.10227,4996.876496,0.095774384,0.073623619,0.146208611,0.257474485,Unchanged,,
TOC.13T.00032,5.387878262,0.095788117,0.222387462,0.407518918,0.553199017,Unchanged,,
MSTRG.72,3310.221727,0.095816761,0.038814455,0.010889344,0.031353666,Unchanged,,
MSTRG.217,3900.836155,0.09585818,0.048660183,0.038629216,0.088774924,Unchanged,,
