Not_Use,Generation,Order_by_Cross_Type,Off_Sex,Prop,Pair_ID,Female,Male,Mother,Father,Parental_genotype,Parental_phenotype,Mother_genotype,Cross_Type,Off_M,Off_Lw_M,Off_Sw_M,Off_F,Off_Lw_F,Off_Sw_F,Prop.Sw.M,Prop.Sw.F,Note
N,F10-F11,5,F,0,1,B1_Sw_F5,B2_Lw_M5,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),42,0,42,41,41,0,1,0,
N,F10-F11,5,M,1,1,B1_Sw_F5,B2_Lw_M5,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),42,0,42,41,41,0,1,0,
N,F10-F11,5,F,0,4,B2_Sw_F2,B1_Lw_M7,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),4,0,4,3,3,0,1,0,
N,F10-F11,5,M,1,4,B2_Sw_F2,B1_Lw_M7,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),4,0,4,3,3,0,1,0,
N,F10-F11,5,F,0,8,B1_Sw_F1,B2_Lw_M3,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),47,0,47,39,39,0,1,0,
N,F10-F11,5,M,1,8,B1_Sw_F1,B2_Lw_M3,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),47,0,47,39,39,0,1,0,
N,F10-F11,5,F,0,11,B1_Sw_F6,B1_Lw_M8,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),41,0,41,41,41,0,1,0,
N,F10-F11,5,M,1,11,B1_Sw_F6,B1_Lw_M8,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),41,0,41,41,41,0,1,0,
N,F10-F11,5,F,0,16,B1_Sw_F3,B1_Lw_M1,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),37,0,37,40,40,0,1,0,
N,F10-F11,5,M,1,16,B1_Sw_F3,B1_Lw_M1,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),37,0,37,40,40,0,1,0,
N,F10-F11,5,F,0,21,B3_Sw_F1,B3_Lw_M1,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),43,0,43,32,32,0,1,0,
N,F10-F11,5,M,1,21,B3_Sw_F1,B3_Lw_M1,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),43,0,43,32,32,0,1,0,
N,F10-F11,5,F,0,29,B2_Sw_F12,B2_Lw_M8,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),29,0,29,24,24,0,1,0,
N,F10-F11,5,M,1,29,B2_Sw_F12,B2_Lw_M8,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),29,0,29,24,24,0,1,0,
N,F10-F11,5,F,0,30,B3_Sw_F4,B2_Lw_M11,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),17,0,17,14,14,0,1,0,
N,F10-F11,5,M,1,30,B3_Sw_F4,B2_Lw_M11,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),17,0,17,14,14,0,1,0,
N,F10-F11,5,F,0,48,B2_Sw_F9,B1_Lw_M10,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),19,0,19,25,25,0,1,0,
N,F10-F11,5,M,1,48,B2_Sw_F9,B1_Lw_M10,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),19,0,19,25,25,0,1,0,
N,F10-F11,5,F,0,49,B2_Sw_F19,B3_Lw_M3,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),20,0,20,20,20,0,1,0,
N,F10-F11,5,M,1,49,B2_Sw_F19,B3_Lw_M3,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),20,0,20,20,20,0,1,0,
N,F10-F11,5,M,1,58,B2_Sw_F8,B1_Lw_M11,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),33,0,33,33,33,0,1,0,
N,F10-F11,5,F,0,58,B2_Sw_F8,B1_Lw_M11,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),33,0,33,33,33,0,1,0,
N,F10-F11,5,M,1,65,B4_Sw_F3,B1_Lw_M16,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),33,0,33,41,41,0,1,0,
N,F10-F11,5,F,0,65,B4_Sw_F3,B1_Lw_M16,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),33,0,33,41,41,0,1,0,
N,F10-F11,5,M,1,70,B4_Sw_F2,B4_Lw_M4,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),30,0,30,22,22,0,1,0,
N,F10-F11,5,F,0,70,B4_Sw_F2,B4_Lw_M4,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),30,0,30,22,22,0,1,0,
N,F10-F11,5,M,1,87,B2_Sw_F22,B2_Lw_M17,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),14,0,14,16,16,0,1,0,
N,F10-F11,5,F,0,87,B2_Sw_F22,B2_Lw_M17,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),14,0,14,16,16,0,1,0,
N,F10-F11,5,M,1,93,B4_Sw_F8,B4_Lw_M5,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),24,0,24,18,18,0,1,0,
N,F10-F11,5,F,0,93,B4_Sw_F8,B4_Lw_M5,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),24,0,24,18,18,0,1,0,
N,F10-F11,5,M,1,104,B1_Sw_F19,B2_Lw_M21,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),13,0,13,36,36,0,1,0,
N,F10-F11,5,F,0,104,B1_Sw_F19,B2_Lw_M21,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),13,0,13,36,36,0,1,0,
N,F10-F11,5,M,1,111,B4_Sw_F7,B2_Lw_M24,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),31,0,31,31,31,0,1,0,
N,F10-F11,5,F,0,111,B4_Sw_F7,B2_Lw_M24,Sw,Lw,XL x XsXs,Lw(M) x Sw(F),Sw,Lw(M)-Sw(F),31,0,31,31,31,0,1,0,
N,F10-F11,6,M,1,2,B2_Sw_F1,B2_Sw_M1,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),21,0,21,20,0,20,1,1,
N,F10-F11,6,F,1,2,B2_Sw_F1,B2_Sw_M1,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),21,0,21,20,0,20,1,1,
N,F10-F11,6,M,1,3,B2_Sw_F5,B1_Sw_M5,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),33,0,33,10,0,10,1,1,
N,F10-F11,6,F,1,3,B2_Sw_F5,B1_Sw_M5,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),33,0,33,10,0,10,1,1,
N,F10-F11,6,M,1,7,B2_Sw_F7,B1_Sw_M6,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),47,0,47,20,0,20,1,1,
N,F10-F11,6,F,1,7,B2_Sw_F7,B1_Sw_M6,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),47,0,47,20,0,20,1,1,
N,F10-F11,6,F,1,12,B2_Sw_F6,B2_Sw_M8,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),35,0,35,13,0,13,1,1,
N,F10-F11,6,M,1,12,B2_Sw_F6,B2_Sw_M8,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),35,0,35,13,0,13,1,1,
N,F10-F11,6,F,1,27,B1_Sw_F9,B1_Sw_M4,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),29,0,29,18,0,18,1,1,
N,F10-F11,6,M,1,27,B1_Sw_F9,B1_Sw_M4,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),29,0,29,18,0,18,1,1,
N,F10-F11,6,F,1,31,B2_Sw_F15,B1_Sw_M11,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),23,0,23,21,0,21,1,1,
N,F10-F11,6,M,1,31,B2_Sw_F15,B1_Sw_M11,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),23,0,23,21,0,21,1,1,
N,F10-F11,6,F,1,32,B1_Sw_F11,B3_Sw_M2,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),38,0,38,22,0,22,1,1,
N,F10-F11,6,M,1,32,B1_Sw_F11,B3_Sw_M2,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),38,0,38,22,0,22,1,1,
N,F10-F11,6,F,1,43,B2_Sw_F17,B1_Sw_M14,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),12,0,12,14,0,14,1,1,
N,F10-F11,6,M,1,43,B2_Sw_F17,B1_Sw_M14,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),12,0,12,14,0,14,1,1,
N,F10-F11,6,F,1,44,B3_Sw_F2,B2_Sw_M18,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),52,0,52,23,0,23,1,1,
N,F10-F11,6,M,1,44,B3_Sw_F2,B2_Sw_M18,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),52,0,52,23,0,23,1,1,
N,F10-F11,6,F,1,47,B2_Sw_F14,B2_Sw_M25,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),10,0,10,19,0,19,1,1,
N,F10-F11,6,M,1,47,B2_Sw_F14,B2_Sw_M25,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),10,0,10,19,0,19,1,1,
N,F10-F11,6,F,1,50,B2_Sw_F20,B3_Sw_M4,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),14,0,14,13,0,13,1,1,
N,F10-F11,6,M,1,50,B2_Sw_F20,B3_Sw_M4,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),14,0,14,13,0,13,1,1,
N,F10-F11,6,F,1,53,B3_Sw_F3,B1_Sw_M12,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),28,0,28,19,0,19,1,1,
N,F10-F11,6,M,1,53,B3_Sw_F3,B1_Sw_M12,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),28,0,28,19,0,19,1,1,
N,F10-F11,6,F,1,57,B1_Sw_F10,B3_Sw_M5,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),26,0,26,25,0,25,1,1,
N,F10-F11,6,M,1,57,B1_Sw_F10,B3_Sw_M5,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),26,0,26,25,0,25,1,1,
N,F10-F11,6,F,1,59,B1_Sw_F13,B2_Sw_M11,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),39,0,39,27,0,27,1,1,
N,F10-F11,6,M,1,59,B1_Sw_F13,B2_Sw_M11,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),39,0,39,27,0,27,1,1,
N,F10-F11,6,F,1,64,B1_Sw_F17,B4_Sw_M9,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),17,0,17,14,0,14,1,1,
N,F10-F11,6,M,1,64,B1_Sw_F17,B4_Sw_M9,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),17,0,17,14,0,14,1,1,
N,F10-F11,6,F,1,69,B1_Sw_F16,B1_Sw_M14,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),48,0,48,40,0,40,1,1,
N,F10-F11,6,M,1,69,B1_Sw_F16,B1_Sw_M14,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),48,0,48,40,0,40,1,1,
N,F10-F11,6,F,1,71,B4_Sw_F4,B4_Sw_M3,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),25,0,25,31,0,31,1,1,
N,F10-F11,6,M,1,71,B4_Sw_F4,B4_Sw_M3,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),25,0,25,31,0,31,1,1,
N,F10-F11,6,F,1,95,B4_Sw_F10,B2_Sw_M23,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),12,0,12,14,0,14,1,1,
N,F10-F11,6,M,1,95,B4_Sw_F10,B2_Sw_M23,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),12,0,12,14,0,14,1,1,
N,F10-F11,6,M,1,133,B4_Sw_F11,B4_Sw_M21,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),17,0,17,21,0,21,1,1,
N,F10-F11,6,F,1,133,B4_Sw_F11,B4_Sw_M21,Sw,Sw,Xs x XsXs,Sw(M) x Sw(F),Sw,Sw(M)-Sw(F),17,0,17,21,0,21,1,1,
